date,name,category,value
"Jun 28, 2022",Equitable Access to Environmental Goods,Restaurants,492
"Jun 28, 2022",Social Welfare,Telecommunications,138
"Jun 28, 2022",Politics and Global Governance,Tobacco,129
"Jun 28, 2022","Economy, Trade and Investment",Automotive,103
"Jun 28, 2022","Digital Governance, Privacy and Technology",Electronics,382
"Jun 28, 2022",Media and Public Opinion,Business Services,151
"Jun 28, 2022",Inclusive Development and Human Rights,Automotive,199
"Jun 28, 2022",Employment & Social Development,Financial Services,102
"Jun 28, 2022","Education, Skills & Competecies",FMCG,228
"Jun 28, 2022",Climate Change & Resilience,Electronics,356
"Jun 28, 2022",Pollution,Financial Services,217
"Jun 28, 2022",Natural Capital Use and Managment,Automotive,262
"Jun 28, 2022",Demographics,Beverages,67
"Jun 28, 2022",Urbanization and Smart Cities,Technology,396
"Jun 28, 2022",COVID-nineteen,Business Services,262
"Jun 29, 2022",Public Health,Technology,377
"Jun 29, 2022",Environment,Technology,265
"Jun 29, 2022",Equitable Access to Environmental Goods,Diversified,153
"Jun 29, 2022",Social Welfare,Automotive,122
"Jun 29, 2022",Politics and Global Governance,Media,97
"Jun 29, 2022","Economy, Trade and Investment",Restaurants,315
"Jun 29, 2022","Digital Governance, Privacy and Technology",Telecommunications,31
"Jun 29, 2022",Media and Public Opinion,Tobacco,379
"Jun 29, 2022",Inclusive Development and Human Rights,Automotive,33
"Jun 29, 2022",Employment & Social Development,Electronics,22
"Jun 29, 2022","Education, Skills & Competecies",Business Services,298
"Jun 29, 2022",Climate Change & Resilience,Automotive,193
"Jun 29, 2022",Pollution,Financial Services,340
"Jun 29, 2022",Natural Capital Use and Managment,FMCG,335
"Jun 29, 2022",Demographics,Electronics,230
"Jun 29, 2022",Urbanization and Smart Cities,Financial Services,92
"Jun 29, 2022",COVID-nineteen,Automotive,432
"Jun 30, 2022",Public Health,Beverages,107
"Jun 30, 2022",Environment,Technology,287
"Jun 30, 2022",Equitable Access to Environmental Goods,Business Services,135
"Jun 30, 2022",Social Welfare,Technology,139
"Jun 30, 2022",Politics and Global Governance,Technology,293
"Jun 30, 2022","Economy, Trade and Investment",Diversified,36
"Jun 30, 2022","Digital Governance, Privacy and Technology",Automotive,90
"Jun 30, 2022",Media and Public Opinion,Media,361
"Jun 30, 2022",Inclusive Development and Human Rights,Restaurants,316
"Jun 30, 2022",Employment & Social Development,Telecommunications,392
"Jun 30, 2022","Education, Skills & Competecies",Tobacco,99
"Jun 30, 2022",Climate Change & Resilience,Automotive,310
"Jun 30, 2022",Pollution,Electronics,167
"Jun 30, 2022",Natural Capital Use and Managment,Business Services,439
"Jun 30, 2022",Demographics,Automotive,398
"Jun 30, 2022",Urbanization and Smart Cities,Financial Services,497
"Jun 30, 2022",COVID-nineteen,FMCG,459
